prompt,response,formula,expected_prop_val,after_alignn_prop_val,gen_material_str,gen_material_cif,Alexandria,Alexandria_id,MC3D,MC3D_id,OQMD,OQMD_id,JARVIS,JARVIS_id,MaterialsProject,MaterialsProject_id,Match_Found,Matched_Formula
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is RaPb3. The  mbj_bandgap value is 2.538.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is RaPb3. The  mbj_bandgap value is 2.538.\n\n### Response:\n5.9 5.9 5.9\n132 132 69\nRa\n0.00 0.00 0.00\nPb\n0.75 0.25 0.50\nPb\n0.25 0.75 0.50\nPb\n0.50 0.50 0.00']",RaPb3,2.538,,"5.9 5.9 5.9
132 132 69
Ra
0.00 0.00 0.00
Pb
0.75 0.25 0.50
Pb
0.25 0.75 0.50
Pb
0.50 0.50 0.00","# generated using pymatgen
data_RaPb3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.90000000
_cell_length_b   5.90000000
_cell_length_c   5.90000000
_cell_angle_alpha   132.00000000
_cell_angle_beta   132.00000000
_cell_angle_gamma   69.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RaPb3
_chemical_formula_sum   'Ra1 Pb3'
_cell_volume   111.92857310
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ra  Ra0  1  0.00000000  0.00000000  0.00000000  1
  Pb  Pb1  1  0.75000000  0.25000000  0.50000000  1
  Pb  Pb2  1  0.25000000  0.75000000  0.50000000  1
  Pb  Pb3  1  0.50000000  0.50000000  0.00000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is RaSn3. The  mbj_bandgap value is 4.135.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is RaSn3. The  mbj_bandgap value is 4.135.\n\n### Response:\n4.7 4.7 4.7\n90 90 90\nRa\n0.00 0.00 0.00\nSn\n0.00 0.50 0.50\nSn\n0.50 0.00 0.50\nSn\n0.50 0.50 0.00']",RaSn3,4.135,,"4.7 4.7 4.7
90 90 90
Ra
0.00 0.00 0.00
Sn
0.00 0.50 0.50
Sn
0.50 0.00 0.50
Sn
0.50 0.50 0.00","# generated using pymatgen
data_RaSn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.70000000
_cell_length_b   4.70000000
_cell_length_c   4.70000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RaSn3
_chemical_formula_sum   'Ra1 Sn3'
_cell_volume   103.82300000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ra  Ra0  1  0.00000000  0.00000000  0.00000000  1
  Sn  Sn1  1  0.00000000  0.50000000  0.50000000  1
  Sn  Sn2  1  0.50000000  0.00000000  0.50000000  1
  Sn  Sn3  1  0.50000000  0.50000000  0.00000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is RaMo3. The  mbj_bandgap value is 4.594.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is RaMo3. The  mbj_bandgap value is 4.594.\n\n### Response:\n4.8 4.8 4.8\n131 131 70\nRa\n0.00 0.00 0.00\nMo\n0.75 0.25 0.50\nMo\n0.25 0.75 0.50\nMo\n0.50 0.50 0.00']",RaMo3,4.594,,"4.8 4.8 4.8
131 131 70
Ra
0.00 0.00 0.00
Mo
0.75 0.25 0.50
Mo
0.25 0.75 0.50
Mo
0.50 0.50 0.00","# generated using pymatgen
data_RaMo3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.80000000
_cell_length_b   4.80000000
_cell_length_c   4.80000000
_cell_angle_alpha   131.00000000
_cell_angle_beta   131.00000000
_cell_angle_gamma   70.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RaMo3
_chemical_formula_sum   'Ra1 Mo3'
_cell_volume   62.22856297
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ra  Ra0  1  0.00000000  0.00000000  0.00000000  1
  Mo  Mo1  1  0.75000000  0.25000000  0.50000000  1
  Mo  Mo2  1  0.25000000  0.75000000  0.50000000  1
  Mo  Mo3  1  0.50000000  0.50000000  0.00000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is RaIn3. The  mbj_bandgap value is 3.572.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is RaIn3. The  mbj_bandgap value is 3.572.\n\n### Response:\n5.0 5.0 5.0\n60 60 60\nRa\n0.00 0.00 0.00\nIn\n0.25 0.25 0.25\nIn\n0.75 0.75 0.75\nIn\n0.50 0.50 0.50']",RaIn3,3.572,,"5.0 5.0 5.0
60 60 60
Ra
0.00 0.00 0.00
In
0.25 0.25 0.25
In
0.75 0.75 0.75
In
0.50 0.50 0.50","# generated using pymatgen
data_RaIn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.00000000
_cell_length_b   5.00000000
_cell_length_c   5.00000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RaIn3
_chemical_formula_sum   'Ra1 In3'
_cell_volume   88.38834765
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ra  Ra0  1  0.00000000  0.00000000  0.00000000  1
  In  In1  1  0.25000000  0.25000000  0.25000000  1
  In  In2  1  0.75000000  0.75000000  0.75000000  1
  In  In3  1  0.50000000  0.50000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is RaAg3. The  mbj_bandgap value is 2.956.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is RaAg3. The  mbj_bandgap value is 2.956.\n\n### Response:\n4.7 4.7 4.7\n60 60 60\nRa\n0.75 0.75 0.75\nAg\n0.00 0.00 0.00\nAg\n0.50 0.50 0.50\nAg\n0.25 0.25 0.25']",RaAg3,2.956,,"4.7 4.7 4.7
60 60 60
Ra
0.75 0.75 0.75
Ag
0.00 0.00 0.00
Ag
0.50 0.50 0.50
Ag
0.25 0.25 0.25","# generated using pymatgen
data_RaAg3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.70000000
_cell_length_b   4.70000000
_cell_length_c   4.70000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RaAg3
_chemical_formula_sum   'Ra1 Ag3'
_cell_volume   73.41394734
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ra  Ra0  1  0.75000000  0.75000000  0.75000000  1
  Ag  Ag1  1  0.00000000  0.00000000  0.00000000  1
  Ag  Ag2  1  0.50000000  0.50000000  0.50000000  1
  Ag  Ag3  1  0.25000000  0.25000000  0.25000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is AmSi3. The  mbj_bandgap value is 4.937.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is AmSi3. The  mbj_bandgap value is 4.937.\n\n### Response:\n5.7 5.7 5.7\n136 136 63\nAm\n0.00 0.00 0.00\nSi\n0.75 0.25 0.50\nSi\n0.25 0.75 0.50\nSi\n0.50 0.50 0.00']",AmSi3,4.937,,"5.7 5.7 5.7
136 136 63
Am
0.00 0.00 0.00
Si
0.75 0.25 0.50
Si
0.25 0.75 0.50
Si
0.50 0.50 0.00","# generated using pymatgen
data_AmSi3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.70000000
_cell_length_b   5.70000000
_cell_length_c   5.70000000
_cell_angle_alpha   136.00000000
_cell_angle_beta   136.00000000
_cell_angle_gamma   63.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AmSi3
_chemical_formula_sum   'Am1 Si3'
_cell_volume   88.58880338
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Am  Am0  1  0.00000000  0.00000000  0.00000000  1
  Si  Si1  1  0.75000000  0.25000000  0.50000000  1
  Si  Si2  1  0.25000000  0.75000000  0.50000000  1
  Si  Si3  1  0.50000000  0.50000000  0.00000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is AmO3. The  mbj_bandgap value is 3.141.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is AmO3. The  mbj_bandgap value is 3.141.\n\n### Response:\n4.3 4.3 4.3\n90 90 90\nAm\n0.00 0.00 0.00\nO\n0.50 0.50 0.00\nO\n0.50 0.00 0.50\nO\n0.00 0.50 0.50']",AmO3,3.141,,"4.3 4.3 4.3
90 90 90
Am
0.00 0.00 0.00
O
0.50 0.50 0.00
O
0.50 0.00 0.50
O
0.00 0.50 0.50","# generated using pymatgen
data_AmO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.30000000
_cell_length_b   4.30000000
_cell_length_c   4.30000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AmO3
_chemical_formula_sum   'Am1 O3'
_cell_volume   79.50700000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Am  Am0  1  0.00000000  0.00000000  0.00000000  1
  O  O1  1  0.50000000  0.50000000  0.00000000  1
  O  O2  1  0.50000000  0.00000000  0.50000000  1
  O  O3  1  0.00000000  0.50000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is AmC3. The  mbj_bandgap value is 3.421.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is AmC3. The  mbj_bandgap value is 3.421.\n\n### Response:\n4.3 4.3 4.6\n118 118 90\nAm\n0.00 0.00 0.00\nC\n0.75 0.25 0.50\nC\n0.25 0.75 0.50\nC\n0.50 0.50 -0.00']",AmC3,3.421,,"4.3 4.3 4.6
118 118 90
Am
0.00 0.00 0.00
C
0.75 0.25 0.50
C
0.25 0.75 0.50
C
0.50 0.50 -0.00","# generated using pymatgen
data_AmC3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.30000000
_cell_length_b   4.30000000
_cell_length_c   4.60000000
_cell_angle_alpha   118.00000000
_cell_angle_beta   118.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AmC3
_chemical_formula_sum   'Am1 C3'
_cell_volume   63.60270237
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Am  Am0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.75000000  0.25000000  0.50000000  1
  C  C2  1  0.25000000  0.75000000  0.50000000  1
  C  C3  1  0.50000000  0.50000000  -0.00000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is AmN3. The  mbj_bandgap value is 4.406.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is AmN3. The  mbj_bandgap value is 4.406.\n\n### Response:\n4.4 4.4 4.4\n129 129 74\nAm\n0.00 0.00 0.00\nN\n0.75 0.25 0.50\nN\n0.25 0.75 0.50\nN\n0.50 0.50 0.00']",AmN3,4.406,,"4.4 4.4 4.4
129 129 74
Am
0.00 0.00 0.00
N
0.75 0.25 0.50
N
0.25 0.75 0.50
N
0.50 0.50 0.00","# generated using pymatgen
data_AmN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.40000000
_cell_length_b   4.40000000
_cell_length_c   4.40000000
_cell_angle_alpha   129.00000000
_cell_angle_beta   129.00000000
_cell_angle_gamma   74.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AmN3
_chemical_formula_sum   'Am1 N3'
_cell_volume   50.41459908
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Am  Am0  1  0.00000000  0.00000000  0.00000000  1
  N  N1  1  0.75000000  0.25000000  0.50000000  1
  N  N2  1  0.25000000  0.75000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is AmAl3. The  mbj_bandgap value is 2.943.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is AmAl3. The  mbj_bandgap value is 2.943.\n\n### Response:\n4.3 4.3 4.3\n90 90 90\nAm\n0.00 0.00 0.00\nAl\n0.50 0.00 0.50\nAl\n0.00 0.50 0.50\nAl\n0.50 0.50 0.00']",AmAl3,2.943,,"4.3 4.3 4.3
90 90 90
Am
0.00 0.00 0.00
Al
0.50 0.00 0.50
Al
0.00 0.50 0.50
Al
0.50 0.50 0.00","# generated using pymatgen
data_AmAl3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.30000000
_cell_length_b   4.30000000
_cell_length_c   4.30000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AmAl3
_chemical_formula_sum   'Am1 Al3'
_cell_volume   79.50700000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Am  Am0  1  0.00000000  0.00000000  0.00000000  1
  Al  Al1  1  0.50000000  0.00000000  0.50000000  1
  Al  Al2  1  0.00000000  0.50000000  0.50000000  1
  Al  Al3  1  0.50000000  0.50000000  0.00000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is AmGa3. The  mbj_bandgap value is 4.299.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is AmGa3. The  mbj_bandgap value is 4.299.\n\n### Response:\n4.3 4.3 4.3\n90 90 90\nAm\n0.00 0.00 0.00\nGa\n0.00 0.50 0.50\nGa\n0.50 0.00 0.50\nGa\n0.50 0.50 0.00']",AmGa3,4.299,,"4.3 4.3 4.3
90 90 90
Am
0.00 0.00 0.00
Ga
0.00 0.50 0.50
Ga
0.50 0.00 0.50
Ga
0.50 0.50 0.00","# generated using pymatgen
data_AmGa3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.30000000
_cell_length_b   4.30000000
_cell_length_c   4.30000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AmGa3
_chemical_formula_sum   'Am1 Ga3'
_cell_volume   79.50700000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Am  Am0  1  0.00000000  0.00000000  0.00000000  1
  Ga  Ga1  1  0.00000000  0.50000000  0.50000000  1
  Ga  Ga2  1  0.50000000  0.00000000  0.50000000  1
  Ga  Ga3  1  0.50000000  0.50000000  0.00000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is AmCd3. The  mbj_bandgap value is 4.852.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is AmCd3. The  mbj_bandgap value is 4.852.\n\n### Response:\n5.1 5.1 5.1\n60 60 60\nAm\n0.00 0.00 0.00\nCd\n0.25 0.25 0.25\nCd\n0.75 0.75 0.75\nCd\n0.50 0.50 0.50']",AmCd3,4.852,,"5.1 5.1 5.1
60 60 60
Am
0.00 0.00 0.00
Cd
0.25 0.25 0.25
Cd
0.75 0.75 0.75
Cd
0.50 0.50 0.50","# generated using pymatgen
data_AmCd3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.10000000
_cell_length_b   5.10000000
_cell_length_c   5.10000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AmCd3
_chemical_formula_sum   'Am1 Cd3'
_cell_volume   93.79842163
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Am  Am0  1  0.00000000  0.00000000  0.00000000  1
  Cd  Cd1  1  0.25000000  0.25000000  0.25000000  1
  Cd  Cd2  1  0.75000000  0.75000000  0.75000000  1
  Cd  Cd3  1  0.50000000  0.50000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is AmTe3. The  mbj_bandgap value is 4.565.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is AmTe3. The  mbj_bandgap value is 4.565.\n\n### Response:\n4.4 10.6 10.7\n90 98 90\nAm\n0.79 0.25 0.58\nAm\n0.21 0.75 0.42\nAm\n0.16 0.25 0.32\nAm\n0.84 0.75 0.68\nTe\n0.49 0.94 0.34\nTe\n0.51 0.44 0.66\nTe\n0.63 0.75 0.07\nTe\n0.37 0.25 0.93\nTe\n0.04 0.94 0.88\nTe\n0.96 0.44 0.12\nTe\n0.96 0.06 0.12\nTe\n0.04 0.56 0.88\nTe\n0.37 0.75 0.59\nTe\n0.63 0.25 0.41\nTe\n0.25 0.75 0.21\nTe\n0.75 0.25 0.79']",AmTe3,4.565,,"4.4 10.6 10.7
90 98 90
Am
0.79 0.25 0.58
Am
0.21 0.75 0.42
Am
0.16 0.25 0.32
Am
0.84 0.75 0.68
Te
0.49 0.94 0.34
Te
0.51 0.44 0.66
Te
0.63 0.75 0.07
Te
0.37 0.25 0.93
Te
0.04 0.94 0.88
Te
0.96 0.44 0.12
Te
0.96 0.06 0.12
Te
0.04 0.56 0.88
Te
0.37 0.75 0.59
Te
0.63 0.25 0.41
Te
0.25 0.75 0.21
Te
0.75 0.25 0.79","# generated using pymatgen
data_AmTe3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.40000000
_cell_length_b   10.60000000
_cell_length_c   10.70000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   98.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AmTe3
_chemical_formula_sum   'Am4 Te12'
_cell_volume   494.19129917
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Am  Am0  1  0.79000000  0.25000000  0.58000000  1
  Am  Am1  1  0.21000000  0.75000000  0.42000000  1
  Am  Am2  1  0.16000000  0.25000000  0.32000000  1
  Am  Am3  1  0.84000000  0.75000000  0.68000000  1
  Te  Te4  1  0.49000000  0.94000000  0.34000000  1
  Te  Te5  1  0.51000000  0.44000000  0.66000000  1
  Te  Te6  1  0.63000000  0.75000000  0.07000000  1
  Te  Te7  1  0.37000000  0.25000000  0.93000000  1
  Te  Te8  1  0.04000000  0.94000000  0.88000000  1
  Te  Te9  1  0.96000000  0.44000000  0.12000000  1
  Te  Te10  1  0.96000000  0.06000000  0.12000000  1
  Te  Te11  1  0.04000000  0.56000000  0.88000000  1
  Te  Te12  1  0.37000000  0.75000000  0.59000000  1
  Te  Te13  1  0.63000000  0.25000000  0.41000000  1
  Te  Te14  1  0.25000000  0.75000000  0.21000000  1
  Te  Te15  1  0.75000000  0.25000000  0.79000000  1
",,,,,,,,,,,,
